조사번호,조사지역,주구분,조사일자,시간대,X좌표,Y좌표,행정구역명,날씨,남자10대,남자20대,남자30대,남자40대,남자50대,여자10대,여자20대,여자30대,여자40대,여자50대
3789,마트짱 앞,주말,2010-07-17,19시~20시까지,344886,312914,전라북도 남원시 동충동,맑음,32,18,24,42,20,42,20,38,46,24
3790,A지점 : 태양슈퍼 앞,주중,2010-06-23,12시~13시까지,415302,607368,강원도 인제군 인제읍,맑음,0,8,6,14,18,0,2,18,12,16
3790,A지점 : 태양슈퍼 앞,주중,2010-06-23,19시~20시까지,415302,607368,강원도 인제군 인제읍,맑음,10,2,14,6,6,22,12,8,4,6
3790,A지점 : 태양슈퍼 앞,주말,2010-06-20,12시~13시까지,415302,607368,강원도 인제군 인제읍,맑음,10,22,6,2,8,12,16,2,2,4
3790,A지점 : 태양슈퍼 앞,주말,2010-06-20,19시~20시까지,415302,607368,강원도 인제군 인제읍,맑음,10,14,12,8,14,36,26,18,4,6
3791,B지점 : 인제약국 앞,주중,2010-06-23,12시~13시까지,415384,607220,강원도 인제군 인제읍,맑음,2,38,12,10,18,4,2,16,14,16
3791,B지점 : 인제약국 앞,주중,2010-06-23,19시~20시까지,415384,607220,강원도 인제군 인제읍,맑음,6,30,14,10,10,22,6,4,12,10
3791,B지점 : 인제약국 앞,주말,2010-06-20,12시~13시까지,415384,607220,강원도 인제군 인제읍,맑음,6,34,12,4,14,6,10,10,12,8
3791,B지점 : 인제약국 앞,주말,2010-06-20,19시~20시까지,415384,607220,강원도 인제군 인제읍,맑음,12,92,12,6,22,4,22,8,6,8
3792,동화인테리어 앞,주중,2010-07-14,12시~13시까지,345006,312816,전라북도 남원시 신촌동,맑음,18,16,18,16,42,8,12,34,36,58
3792,동화인테리어 앞,주중,2010-07-14,19시~20시까지,345006,312816,전라북도 남원시 신촌동,맑음,42,38,22,28,30,38,42,20,30,24
3792,동화인테리어 앞,주말,2010-07-17,12시~13시까지,345006,312816,전라북도 남원시 신촌동,맑음,30,24,26,26,42,26,28,32,36,52
3792,동화인테리어 앞,주말,2010-07-17,19시~20시까지,345006,312816,전라북도 남원시 신촌동,맑음,28,26,22,22,22,34,32,26,38,26
3793,서시장남문입구(A),주중,2010-07-19,12시~13시까지,375306,238077,전라남도 여수시 서교동,흐림,13,17,43,48,62,18,43,47,116,87
3793,서시장남문입구(A),주중,2010-07-19,19시~20시까지,375306,238077,전라남도 여수시 서교동,흐림,33,45,54,56,78,43,55,48,76,86
3793,서시장남문입구(A),주말,2010-07-24,12시~13시까지,375306,238077,전라남도 여수시 서교동,맑음,75,44,60,55,70,88,74,83,102,115
3793,서시장남문입구(A),주말,2010-07-24,19시~20시까지,375306,238077,전라남도 여수시 서교동,맑음,82,52,84,59,78,72,46,87,92,85
3794,울트라상가,주중,2010-07-27,12시~13시까지,472820,287742,경상남도 김해시 장유면,맑음,88,36,112,62,28,64,100,238,122,98
3794,울트라상가,주중,2010-07-27,19시~20시까지,472820,287742,경상남도 김해시 장유면,맑음,52,92,40,56,48,84,120,92,136,60
3794,울트라상가,주말,2010-07-24,12시~13시까지,472820,287742,경상남도 김해시 장유면,맑음,66,48,66,30,30,78,36,90,42,42
3794,울트라상가,주말,2010-07-24,19시~20시까지,472820,287742,경상남도 김해시 장유면,맑음,48,80,76,68,40,48,76,84,64,40
3795,골드한우식육음식점,주중,2010-07-27,12시~13시까지,256106,246868,전라남도 목포시 하당동,맑음,36,98,152,170,150,76,150,370,426,90
3795,골드한우식육음식점,주중,2010-07-27,19시~20시까지,256106,246868,전라남도 목포시 하당동,맑음,220,218,276,240,82,248,264,336,358,116
3795,골드한우식육음식점,주말,2010-07-11,12시~13시까지,256106,246868,전라남도 목포시 하당동,흐림,100,96,72,90,46,102,150,86,164,80
3795,골드한우식육음식점,주말,2010-07-11,19시~20시까지,256106,246868,전라남도 목포시 하당동,흐림,112,148,98,110,58,98,190,82,196,104
3796,궁중해물탕,주중,2010-07-23,12시~13시까지,431170,390833,경상북도 구미시 송정동,흐림,4,4,32,48,8,8,16,8,28,8
3796,궁중해물탕,주중,2010-07-23,19시~20시까지,431170,390833,경상북도 구미시 송정동,흐림,4,4,16,8,8,8,36,4,20,4
3796,궁중해물탕,주말,2010-07-25,19시~20시까지,431170,390833,경상북도 구미시 송정동,맑음,20,4,28,16,4,4,8,4,8,12
3797,교동오거리(B지점),주중,2010-07-19,12시~13시까지,375757,238169,전라남도 여수시 교동,맑음,26,36,35,22,59,31,54,109,61,87
3797,교동오거리(B지점),주중,2010-07-19,19시~20시까지,375757,238169,전라남도 여수시 교동,맑음,82,52,84,59,78,72,46,87,92,85
3797,교동오거리(B지점),주말,2010-07-24,12시~13시까지,375757,238169,전라남도 여수시 교동,맑음,82,78,85,61,66,85,104,135,115,89
3797,교동오거리(B지점),주말,2010-07-24,19시~20시까지,375757,238169,전라남도 여수시 교동,맑음,124,129,56,74,99,158,186,112,85,92
3798,탄동농협 하나로마트 앞  ,주중,2010-07-14,12시~13시까지,341917,420904,대전광역시 유성구 신성동,맑음,69,39,33,24,18,96,81,141,48,27
3798,탄동농협 하나로마트 앞  ,주중,2010-07-14,19시~20시까지,341917,420904,대전광역시 유성구 신성동,맑음,51,132,102,54,30,45,90,189,81,57
3798,탄동농협 하나로마트 앞  ,주말,2010-07-18,12시~13시까지,341917,420904,대전광역시 유성구 신성동,맑음,39,54,63,27,24,36,57,90,84,63
3798,탄동농협 하나로마트 앞  ,주말,2010-07-18,19시~20시까지,341917,420904,대전광역시 유성구 신성동,맑음,54,51,99,30,42,42,54,168,117,42
3799,A지점 : 유니온베이 앞,주중,2010-06-24,12시~13시까지,418070,613372,강원도 인제군 인제읍,맑음,0,2,8,4,2,0,0,26,2,4
3799,A지점 : 유니온베이 앞,주중,2010-06-24,19시~20시까지,418070,613372,강원도 인제군 인제읍,맑음,8,6,12,4,4,6,2,4,14,2
3799,A지점 : 유니온베이 앞,주말,2010-06-26,12시~13시까지,418070,613372,강원도 인제군 인제읍,흐림,18,14,14,8,24,16,4,8,8,6
3799,A지점 : 유니온베이 앞,주말,2010-06-26,19시~20시까지,418070,613372,강원도 인제군 인제읍,흐림,26,18,12,10,10,10,2,12,10,10
3800,사와일식앞,주중,2010-07-27,12시~13시까지,256189,246737,전라남도 목포시 하당동,맑음,24,84,128,128,124,44,136,370,396,68
3800,사와일식앞,주중,2010-07-27,19시~20시까지,256189,246737,전라남도 목포시 하당동,맑음,196,168,240,204,48,212,250,292,350,112
3800,사와일식앞,주말,2010-07-11,12시~13시까지,256189,246737,전라남도 목포시 하당동,흐림,100,82,64,70,50,104,152,68,170,64
3800,사와일식앞,주말,2010-07-11,19시~20시까지,256189,246737,전라남도 목포시 하당동,흐림,98,128,76,104,50,96,178,82,190,98
3801,B지점 : 롯데리아 앞,주중,2010-06-24,12시~13시까지,417976,613345,강원도 인제군 인제읍,맑음,0,40,14,8,0,20,10,20,4,0
3801,B지점 : 롯데리아 앞,주중,2010-06-24,19시~20시까지,417976,613345,강원도 인제군 인제읍,맑음,14,24,16,4,8,10,8,6,10,2
3801,B지점 : 롯데리아 앞,주말,2010-06-26,12시~13시까지,417976,613345,강원도 인제군 인제읍,흐림,34,92,12,8,10,32,14,22,6,2
3801,B지점 : 롯데리아 앞,주말,2010-06-26,19시~20시까지,417976,613345,강원도 인제군 인제읍,흐림,16,80,18,2,2,12,14,16,2,10
3802,금성초등학교 옆 페리카나치킨 앞,주중,2010-07-14,12시~13시까지,341865,421015,대전광역시 유성구 신성동,맑음,6,36,57,24,15,6,75,27,12,6
3802,금성초등학교 옆 페리카나치킨 앞,주중,2010-07-14,19시~20시까지,341865,421015,대전광역시 유성구 신성동,맑음,9,84,60,48,21,24,63,48,9,6
3802,금성초등학교 옆 페리카나치킨 앞,주말,2010-07-18,12시~13시까지,341865,421015,대전광역시 유성구 신성동,맑음,6,27,45,30,15,12,33,27,12,6
3802,금성초등학교 옆 페리카나치킨 앞,주말,2010-07-18,19시~20시까지,341865,421015,대전광역시 유성구 신성동,맑음,21,36,48,24,18,9,33,36,21,15
3803,가구마트앞,주중,2010-07-14,12시~13시까지,300157,356333,전라북도 김제시 요촌동,맑음,38,12,22,10,40,34,6,6,6,12
3803,가구마트앞,주중,2010-07-14,19시~20시까지,300157,356333,전라북도 김제시 요촌동,맑음,98,26,30,10,40,118,16,26,16,30
3803,가구마트앞,주말,2010-07-17,12시~13시까지,300157,356333,전라북도 김제시 요촌동,맑음,10,16,12,8,36,2,6,8,6,40
3803,가구마트앞,주말,2010-07-17,19시~20시까지,300157,356333,전라북도 김제시 요촌동,맑음,14,24,16,10,34,4,4,12,12,30
3804,여수경찰서앞(A지점),주중,2010-07-20,12시~13시까지,376381,238148,전라남도 여수시 고소동,맑음,12,13,15,22,31,8,9,12,17,43
3804,여수경찰서앞(A지점),주중,2010-07-20,19시~20시까지,376381,238148,전라남도 여수시 고소동,맑음,17,24,18,20,29,27,18,22,13,38
3804,여수경찰서앞(A지점),주말,2010-07-25,12시~13시까지,376381,238148,전라남도 여수시 고소동,맑음,8,23,34,29,43,12,32,41,20,34
3805,줄리어드피아노앞,주중,2010-07-14,12시~13시까지,300000,356340,전라북도 김제시 요촌동,맑음,48,12,10,24,28,30,22,18,10,28
3805,줄리어드피아노앞,주중,2010-07-14,19시~20시까지,300000,356340,전라북도 김제시 요촌동,맑음,68,20,16,26,46,86,26,24,16,36
3805,줄리어드피아노앞,주말,2010-07-17,12시~13시까지,300000,356340,전라북도 김제시 요촌동,맑음,2,8,6,16,22,0,0,2,4,10
3805,줄리어드피아노앞,주말,2010-07-17,19시~20시까지,300000,356340,전라북도 김제시 요촌동,맑음,12,24,12,14,20,8,10,2,6,4
3806,A지점 : 뚜레쥬르퇴계점,주중,2010-07-08,12시~13시까지,375900,584115,강원도 춘천시 퇴계동,맑음,0,12,8,4,10,0,16,26,26,34
3806,A지점 : 뚜레쥬르퇴계점,주중,2010-07-08,19시~20시까지,375900,584115,강원도 춘천시 퇴계동,맑음,64,54,34,48,74,60,74,106,52,76
3806,A지점 : 뚜레쥬르퇴계점,주말,2010-07-24,12시~13시까지,375900,584115,강원도 춘천시 퇴계동,흐림,18,16,22,32,20,14,36,10,12,32
3806,A지점 : 뚜레쥬르퇴계점,주말,2010-07-24,19시~20시까지,375900,584115,강원도 춘천시 퇴계동,흐림,14,30,6,10,12,20,42,18,38,34
3807,샹보르호텔앞(B지점),주중,2010-07-25,12시~13시까지,376475,238416,전라남도 여수시 관문동,맑음,17,19,24,33,39,15,18,36,39,43
3807,샹보르호텔앞(B지점),주중,2010-07-25,19시~20시까지,376475,238416,전라남도 여수시 관문동,맑음,28,23,16,45,38,38,20,14,43,37
3807,샹보르호텔앞(B지점),주말,2010-07-25,12시~13시까지,376475,238416,전라남도 여수시 관문동,맑음,13,24,13,30,24,17,22,16,27,51
3807,샹보르호텔앞(B지점),주말,2010-07-25,19시~20시까지,376475,238416,전라남도 여수시 관문동,맑음,11,30,12,22,33,10,21,9,18,40
3808,B지점 : 김밥나라,주중,2010-07-08,12시~13시까지,375970,584060,강원도 춘천시 퇴계동,맑음,0,10,24,22,12,4,34,60,50,94
3808,B지점 : 김밥나라,주중,2010-07-08,19시~20시까지,375970,584060,강원도 춘천시 퇴계동,맑음,38,20,0,38,24,28,54,54,48,38
3808,B지점 : 김밥나라,주말,2010-07-24,12시~13시까지,375970,584060,강원도 춘천시 퇴계동,흐림,16,14,18,16,18,12,6,34,20,22
3808,B지점 : 김밥나라,주말,2010-07-24,19시~20시까지,375970,584060,강원도 춘천시 퇴계동,흐림,10,4,8,14,22,10,22,6,32,34
3809,A지점 : 장안해장국 앞,주중,2010-06-25,12시~13시까지,375939,584862,강원도 춘천시 효자동,맑음,0,16,84,114,110,0,22,106,66,44
3809,A지점 : 장안해장국 앞,주중,2010-06-25,19시~20시까지,375939,584862,강원도 춘천시 효자동,맑음,10,34,76,112,144,4,34,66,34,36
3809,A지점 : 장안해장국 앞,주말,2010-06-26,12시~13시까지,375939,584862,강원도 춘천시 효자동,흐림,6,20,42,96,158,12,4,64,70,90
3809,A지점 : 장안해장국 앞,주말,2010-06-26,19시~20시까지,375939,584862,강원도 춘천시 효자동,흐림,4,40,64,106,158,0,28,54,52,74
3810,B지점 : 효신사우나 앞,주중,2010-06-25,12시~13시까지,375911,584831,강원도 춘천시 효자동,맑음,0,46,64,90,66,0,30,46,62,24
3810,B지점 : 효신사우나 앞,주중,2010-06-25,19시~20시까지,375911,584831,강원도 춘천시 효자동,맑음,0,32,44,54,58,0,14,26,42,42
3810,B지점 : 효신사우나 앞,주말,2010-06-26,12시~13시까지,375911,584831,강원도 춘천시 효자동,흐림,8,18,38,46,94,4,12,42,24,42
3810,B지점 : 효신사우나 앞,주말,2010-06-26,19시~20시까지,375911,584831,강원도 춘천시 효자동,흐림,2,12,14,24,92,2,10,20,16,38
3811,목포시외버스터미날앞,주중,2010-07-19,12시~13시까지,255450,247102,전라남도 목포시 하당동,맑음,68,136,178,192,164,240,176,90,162,68
3811,목포시외버스터미날앞,주중,2010-07-19,19시~20시까지,255450,247102,전라남도 목포시 하당동,맑음,74,224,304,268,88,252,290,372,350,116
3811,목포시외버스터미날앞,주말,2010-07-18,12시~13시까지,255450,247102,전라남도 목포시 하당동,맑음,128,94,74,96,76,116,176,116,176,96
3811,목포시외버스터미날앞,주말,2010-07-18,19시~20시까지,255450,247102,전라남도 목포시 하당동,맑음,134,152,114,102,74,96,184,98,178,102
3812,A지점 : 농협앞,주중,2010-07-09,12시~13시까지,377539,585719,강원도 춘천시 효자3동,맑음,2,73,6,3,16,0,112,9,12,15
3812,A지점 : 농협앞,주중,2010-07-09,19시~20시까지,377539,585719,강원도 춘천시 효자3동,맑음,7,181,12,5,13,35,200,13,5,16
3812,A지점 : 농협앞,주말,2010-07-10,12시~13시까지,377539,585719,강원도 춘천시 효자3동,맑음,8,125,5,5,10,10,78,7,5,12
3812,A지점 : 농협앞,주말,2010-07-10,19시~20시까지,377539,585719,강원도 춘천시 효자3동,맑음,8,253,12,4,15,8,214,9,5,14
3813,B지점 : 바이더웨이앞,주중,2010-07-09,12시~13시까지,377733,585607,강원도 춘천시 효자3동,맑음,24,137,5,6,5,20,137,7,12,2
3813,B지점 : 바이더웨이앞,주중,2010-07-09,19시~20시까지,377733,585607,강원도 춘천시 효자3동,맑음,12,232,7,10,17,14,193,8,4,15
3813,B지점 : 바이더웨이앞,주말,2010-07-10,12시~13시까지,377733,585607,강원도 춘천시 효자3동,맑음,42,134,5,6,12,54,96,5,4,6
3813,B지점 : 바이더웨이앞,주말,2010-07-10,19시~20시까지,377733,585607,강원도 춘천시 효자3동,맑음,21,330,10,18,13,12,208,8,10,13
3814,선경아파트 앞(A지점),주중,2010-07-12,12시~13시까지,372928,241489,전라남도 여수시 둔덕동,맑음,12,23,14,12,21,18,31,22,16,32
3814,선경아파트 앞(A지점),주중,2010-07-12,19시~20시까지,372928,241489,전라남도 여수시 둔덕동,맑음,28,49,26,35,24,34,68,33,47,30
3814,선경아파트 앞(A지점),주말,2010-07-24,12시~13시까지,372928,241489,전라남도 여수시 둔덕동,맑음,23,33,22,16,17,25,42,24,19,28
3814,선경아파트 앞(A지점),주말,2010-07-24,19시~20시까지,372928,241489,전라남도 여수시 둔덕동,맑음,31,52,29,36,24,37,70,37,43,27
3815,상동주민센터앞,주중,2010-07-19,12시~13시까지,255084,247310,전라남도 목포시 상동,맑음,28,94,128,150,136,104,134,360,440,130
3815,상동주민센터앞,주중,2010-07-19,19시~20시까지,255084,247310,전라남도 목포시 상동,맑음,240,270,316,258,128,272,352,316,392,134
3815,상동주민센터앞,주말,2010-07-18,12시~13시까지,255084,247310,전라남도 목포시 상동,맑음,76,86,76,96,68,134,146,94,164,96
3815,상동주민센터앞,주말,2010-07-18,19시~20시까지,255084,247310,전라남도 목포시 상동,맑음,132,170,136,128,74,112,182,90,240,98
3816,전대정문앞(B지점),주중,2010-07-22,12시~13시까지,372904,241729,전라남도 여수시 둔덕동,맑음,5,15,10,8,6,7,22,15,13,12
3816,전대정문앞(B지점),주중,2010-07-22,19시~20시까지,372904,241729,전라남도 여수시 둔덕동,맑음,17,34,38,42,30,22,42,40,49,27
3816,전대정문앞(B지점),주말,2010-07-24,12시~13시까지,372904,241729,전라남도 여수시 둔덕동,맑음,10,17,8,13,5,12,24,17,16,7
3816,전대정문앞(B지점),주말,2010-07-24,19시~20시까지,372904,241729,전라남도 여수시 둔덕동,맑음,22,43,32,32,24,27,40,40,36,35
3817,농협중앙회사거리,주중,2010-06-23,12시~13시까지,285627,348137,전라북도 부안군 부안읍,맑음,0,9,3,3,57,3,3,12,9,111
3817,농협중앙회사거리,주중,2010-06-23,19시~20시까지,285627,348137,전라북도 부안군 부안읍,맑음,90,44,9,39,78,78,32,12,39,48
3817,농협중앙회사거리,주말,2010-07-03,12시~13시까지,285627,348137,전라북도 부안군 부안읍,맑음,124,33,9,24,87,56,18,18,27,105
3817,농협중앙회사거리,주말,2010-07-03,19시~20시까지,285627,348137,전라북도 부안군 부안읍,맑음,63,57,12,51,84,12,51,21,12,105
3818,구례경찰서앞 로타리(A지점),주중,2010-07-16,12시~13시까지,351450,290116,전라남도 구례군 구례읍,맑음,22,31,8,12,32,18,16,12,26,39
3818,구례경찰서앞 로타리(A지점),주중,2010-07-16,19시~20시까지,351450,290116,전라남도 구례군 구례읍,맑음,21,24,6,22,23,20,18,6,14,24
3818,구례경찰서앞 로타리(A지점),주말,2010-07-18,12시~13시까지,351450,290116,전라남도 구례군 구례읍,맑음,33,24,7,22,24,31,28,8,14,27
3818,구례경찰서앞 로타리(A지점),주말,2010-07-18,19시~20시까지,351450,290116,전라남도 구례군 구례읍,맑음,20,18,11,22,13,24,17,13,29,18
3819,송원사거리(B지점),주중,2010-07-16,12시~13시까지,351578,290131,전라남도 구례군 구례읍,맑음,20,12,19,22,46,17,16,17,21,54
3819,송원사거리(B지점),주중,2010-07-16,19시~20시까지,351578,290131,전라남도 구례군 구례읍,맑음,19,8,25,32,52,23,10,22,38,60
3819,송원사거리(B지점),주말,2010-07-18,12시~13시까지,351578,290131,전라남도 구례군 구례읍,맑음,22,13,12,17,26,27,13,10,15,32
3819,송원사거리(B지점),주말,2010-07-18,19시~20시까지,351578,290131,전라남도 구례군 구례읍,맑음,12,11,8,7,22,19,9,7,9,14
3820,제일약국앞(A지점),주중,2010-07-13,12시~13시까지,316119,241425,전라남도 보성군 보성읍,흐림,17,7,13,22,32,22,6,22,21,49
3820,제일약국앞(A지점),주중,2010-07-13,19시~20시까지,316119,241425,전라남도 보성군 보성읍,흐림,24,25,10,7,26,28,13,27,12,17
3820,제일약국앞(A지점),주말,2010-07-17,12시~13시까지,316119,241425,전라남도 보성군 보성읍,흐림,22,18,18,27,19,18,29,32,28,17
3820,제일약국앞(A지점),주말,2010-07-17,19시~20시까지,316119,241425,전라남도 보성군 보성읍,흐림,17,18,14,30,19,31,15,22,28,25
3821,훼미리마트 앞,주중,2010-07-27,12시~13시까지,324598,467269,충청남도 천안시 중앙동,맑음,28,26,38,28,70,28,24,32,40,46
3821,훼미리마트 앞,주중,2010-07-27,19시~20시까지,324598,467269,충청남도 천안시 중앙동,맑음,32,30,22,24,58,24,30,38,30,34
3821,훼미리마트 앞,주말,2010-07-25,12시~13시까지,324598,467269,충청남도 천안시 중앙동,맑음,28,24,36,106,122,24,28,32,76,104
3821,훼미리마트 앞,주말,2010-07-25,19시~20시까지,324598,467269,충청남도 천안시 중앙동,맑음,44,24,32,114,76,28,38,36,52,46
3822,광주은행 보성지점 앞(B지점),주중,2010-07-13,12시~13시까지,316034,241613,전라남도 보성군 보성읍,맑음,25,22,15,27,23,12,29,11,19,29
3822,광주은행 보성지점 앞(B지점),주중,2010-07-13,19시~20시까지,316034,241613,전라남도 보성군 보성읍,맑음,17,22,32,10,11,13,28,34,8,13
3822,광주은행 보성지점 앞(B지점),주말,2010-07-17,12시~13시까지,316034,241613,전라남도 보성군 보성읍,맑음,25,32,13,21,32,28,19,20,27,28
3822,광주은행 보성지점 앞(B지점),주말,2010-07-17,19시~20시까지,316034,241613,전라남도 보성군 보성읍,맑음,14,22,17,17,22,18,15,23,38,17
3823,오송한의원 앞,주중,2010-07-27,12시~13시까지,324493,467259,충청남도 천안시 중앙동,맑음,26,24,32,64,100,20,22,38,48,98
3823,오송한의원 앞,주중,2010-07-27,19시~20시까지,324493,467259,충청남도 천안시 중앙동,맑음,40,26,26,44,102,22,30,34,38,62
3823,오송한의원 앞,주말,2010-07-25,12시~13시까지,324493,467259,충청남도 천안시 중앙동,맑음,0,28,30,40,56,26,22,26,38,58
3823,오송한의원 앞,주말,2010-07-25,19시~20시까지,324493,467259,충청남도 천안시 중앙동,맑음,28,26,24,34,58,34,34,46,28,56
3824,A지점 /백중한의원 앞,주중,2010-07-06,12시~13시까지,316404,544373,서울특별시 강남구 대치4동,흐림,6,56,56,35,42,8,87,41,33,67
3824,A지점 /백중한의원 앞,주중,2010-07-06,19시~20시까지,316404,544373,서울특별시 강남구 대치4동,흐림,27,65,49,45,56,58,78,55,64,48
3824,A지점 /백중한의원 앞,주말,2010-07-04,12시~13시까지,316404,544373,서울특별시 강남구 대치4동,비,52,65,31,51,39,44,56,45,62,39
3824,A지점 /백중한의원 앞,주말,2010-07-04,19시~20시까지,316404,544373,서울특별시 강남구 대치4동,비,68,57,57,55,51,82,69,69,56,55
3825,B지점 / 한티역2번출구 앞,주중,2010-07-06,12시~13시까지,316536,544272,서울특별시 강남구 대치4동,흐림,2,30,35,41,36,0,24,29,44,39
3825,B지점 / 한티역2번출구 앞,주중,2010-07-06,19시~20시까지,316536,544272,서울특별시 강남구 대치4동,흐림,33,43,50,38,33,42,33,56,64,64
3825,B지점 / 한티역2번출구 앞,주말,2010-07-04,12시~13시까지,316536,544272,서울특별시 강남구 대치4동,비,36,41,33,51,50,57,62,49,62,55
3825,B지점 / 한티역2번출구 앞,주말,2010-07-04,19시~20시까지,316536,544272,서울특별시 강남구 대치4동,비,35,45,58,69,47,47,62,87,78,58
3826,시장정육점 앞,주중,2010-07-20,12시~13시까지,324363,467264,충청남도 천안시 중앙동,맑음,28,32,22,42,96,16,34,30,52,118
3826,시장정육점 앞,주중,2010-07-20,19시~20시까지,324363,467264,충청남도 천안시 중앙동,맑음,26,28,28,42,60,32,38,44,48,94
3826,시장정육점 앞,주말,2010-07-18,12시~13시까지,324363,467264,충청남도 천안시 중앙동,맑음,26,32,36,46,98,24,28,40,56,102
3826,시장정육점 앞,주말,2010-07-18,19시~20시까지,324363,467264,충청남도 천안시 중앙동,맑음,22,24,30,62,74,34,34,42,48,70
3827,하이포크 축산사랑 앞,주중,2010-07-20,12시~13시까지,324291,467079,충청남도 천안시 사직동,맑음,44,24,10,28,148,52,18,92,140,340
3827,하이포크 축산사랑 앞,주중,2010-07-20,19시~20시까지,324291,467079,충청남도 천안시 사직동,맑음,18,20,26,76,252,36,44,76,96,244
3827,하이포크 축산사랑 앞,주말,2010-07-18,12시~13시까지,324291,467079,충청남도 천안시 사직동,맑음,40,30,16,78,196,56,26,114,96,258
3827,하이포크 축산사랑 앞,주말,2010-07-18,19시~20시까지,324291,467079,충청남도 천안시 사직동,맑음,18,32,24,62,204,46,42,82,88,186
3828,열린치과앞,주중,2010-07-21,12시~13시까지,322543,467219,충청남도 천안시 쌍용동,맑음,74,36,34,10,12,36,18,34,56,30
3828,열린치과앞,주중,2010-07-21,19시~20시까지,322543,467219,충청남도 천안시 쌍용동,맑음,94,100,52,74,38,28,94,66,56,42
3828,열린치과앞,주말,2010-07-24,12시~13시까지,322543,467219,충청남도 천안시 쌍용동,비,32,62,46,24,26,24,22,30,22,18
3828,열린치과앞,주말,2010-07-24,19시~20시까지,322543,467219,충청남도 천안시 쌍용동,비,50,102,32,26,12,42,24,10,34,12
3829,A지점 / 도미노피자 앞,주중,2010-07-15,12시~13시까지,318998,543421,서울특별시 강남구 일원동,맑음,3,33,38,40,36,1,43,42,37,38
3829,A지점 / 도미노피자 앞,주중,2010-07-15,19시~20시까지,318998,543421,서울특별시 강남구 일원동,맑음,55,43,28,26,42,65,22,44,41,40
3829,A지점 / 도미노피자 앞,주말,2010-07-18,12시~13시까지,318998,543421,서울특별시 강남구 일원동,비,13,15,24,20,18,16,20,29,27,25
3829,A지점 / 도미노피자 앞,주말,2010-07-18,19시~20시까지,318998,543421,서울특별시 강남구 일원동,비,26,38,28,25,34,30,40,44,35,44
3830,국민은행앞,주중,2010-07-14,12시~13시까지,254032,246474,전라남도 목포시 용당동,맑음,64,30,66,52,28,80,42,54,68,50
3830,국민은행앞,주중,2010-07-14,19시~20시까지,254032,246474,전라남도 목포시 용당동,맑음,58,102,38,48,22,56,42,48,14,32
3830,국민은행앞,주말,2010-07-17,12시~13시까지,254032,246474,전라남도 목포시 용당동,맑음,38,46,70,38,34,30,54,60,28,30
3830,국민은행앞,주말,2010-07-17,19시~20시까지,254032,246474,전라남도 목포시 용당동,맑음,48,36,22,32,30,40,28,24,42,38
3831,뱅뱅점포앞,주중,2010-07-21,12시~13시까지,322661,467202,충청남도 천안시 쌍용1동,맑음,52,34,26,24,14,54,26,58,56,10
3831,뱅뱅점포앞,주중,2010-07-21,19시~20시까지,322661,467202,충청남도 천안시 쌍용1동,맑음,34,82,32,66,14,26,76,70,44,30
3831,뱅뱅점포앞,주말,2010-07-24,12시~13시까지,322661,467202,충청남도 천안시 쌍용1동,비,70,56,22,38,26,48,58,54,56,24
3831,뱅뱅점포앞,주말,2010-07-24,19시~20시까지,322661,467202,충청남도 천안시 쌍용1동,비,14,58,38,34,4,28,50,62,40,20
3832,목포농협앞,주중,2010-07-14,12시~13시까지,253942,246460,전라남도 목포시 용당동,맑음,62,28,62,48,40,76,40,52,62,24
3832,목포농협앞,주중,2010-07-14,19시~20시까지,253942,246460,전라남도 목포시 용당동,맑음,46,34,20,30,40,38,26,22,40,24
3832,목포농협앞,주말,2010-07-17,12시~13시까지,253942,246460,전라남도 목포시 용당동,맑음,36,44,68,34,40,28,50,54,24,22
3832,목포농협앞,주말,2010-07-17,19시~20시까지,253942,246460,전라남도 목포시 용당동,맑음,44,30,18,28,46,36,22,20,36,40
3833,B지점/금성빌딩 앞,주중,2010-07-19,12시~13시까지,318921,543599,서울특별시 강남구 일원2동,맑음,1,18,34,22,34,0,24,21,26,31
3833,B지점/금성빌딩 앞,주중,2010-07-19,19시~20시까지,318921,543599,서울특별시 강남구 일원2동,맑음,64,38,27,41,22,41,44,26,38,45
3833,B지점/금성빌딩 앞,주말,2010-07-11,12시~13시까지,318921,543599,서울특별시 강남구 일원2동,맑음,24,16,22,32,26,23,28,28,45,34
3833,B지점/금성빌딩 앞,주말,2010-07-11,19시~20시까지,318921,543599,서울특별시 강남구 일원2동,맑음,34,20,30,34,23,32,28,44,28,38
3834,스카이빌앞,주중,2010-07-07,12시~13시까지,322457,466644,충청남도 천안시 쌍용1동,흐림,4,26,30,36,10,4,18,8,22,4
3834,스카이빌앞,주중,2010-07-07,19시~20시까지,322457,466644,충청남도 천안시 쌍용1동,흐림,10,58,76,70,14,2,10,6,8,10
3834,스카이빌앞,주말,2010-07-10,12시~13시까지,322457,466644,충청남도 천안시 쌍용1동,흐림,0,4,10,8,4,2,8,6,2,0
3834,스카이빌앞,주말,2010-07-10,19시~20시까지,322457,466644,충청남도 천안시 쌍용1동,흐림,6,54,60,62,10,2,18,10,22,4
3835,이테리헤어앞,주중,2010-07-07,12시~13시까지,322420,466452,충청남도 천안시 쌍용1동,흐림,78,76,30,36,50,132,102,98,134,90
3835,이테리헤어앞,주중,2010-07-07,19시~20시까지,322420,466452,충청남도 천안시 쌍용1동,흐림,70,78,54,68,48,166,244,124,166,54
